shannon,3 0 0 0 0 0 0 0 0 5 5 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 5 0 0 0 5 5 -5 0 5 0 0 5 0 5 5 5 5 0 0 5 0 0 5 5 0 5 0 0 
joshua,0 0 0 0 0 0 0 1 0 0 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -5 0 -5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 
jeremy,0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 -5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 
pablo sanchez,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 
scream,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 -5 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 
roflol,5 0 0 0 0 0 0 0 0 3 3 3 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 5 0 0 0 5 5 -5 0 5 0 0 5 5 5 5 5 5 0 0 0 0 0 5 5 0 0 0 0 
albus dumbledore,0 0 0 0 0 0 0 1 0 0 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -3 0 -5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 
alexandra,0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 -5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 
narwhals,5 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 3 0 -5 0 0 5 0 5 0 0 0 -3 3 0 0 0 0 0 5 5 0 0 0 0 
j rok,5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 -5 0 0 0 0 0 0 -5 0 0 0 1 0 0 0 0 0 0 0 0 
snoosh,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 5 0 1 0 0 0 0 3 5 0 -3 5 3 0 0 -5 0 0 5 5 0 0 0 0 
huxil,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 
hidan,0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 0 0 3 0 5 0 0 0 0 5 0 0 0 5 5 5 0 0 0 0 5 5 0 0 0 0 
leah,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
boxxy,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
rosanna,0 0 0 0 0 0 0 0 0 5 5 3 0 0 -3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 5 0 1 0 5 0 0 0 0 0 0 5 5 0 0 0 0 0 0 -3 0 0 0 0 
claire,5 3 0 0 0 0 0 5 0 3 1 0 0 0 1 0 1 0 3 0 0 0 0 -3 0 5 0 0 0 0 5 5 0 1 0 -5 5 0 3 3 0 5 5 5 0 0 0 0 0 5 5 0 1 0 1 
david,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 5 
zachary,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 5 5 0 0 0 0 0 5 0 0 0 0 
parseclaws,5 5 3 0 0 0 0 0 0 -5 0 3 0 0 3 0 0 0 3 0 0 0 0 5 0 5 0 1 1 0 3 1 0 0 0 -5 0 5 0 0 0 0 3 3 0 0 3 0 0 0 0 0 0 0 -3 
tiffany,3 0 0 1 0 0 0 -3 0 5 -3 0 0 0 3 0 3 0 1 3 0 0 0 0 0 0 0 -5 1 0 5 5 0 0 0 -5 0 0 1 3 5 3 5 5 0 0 -3 0 0 5 5 3 5 0 3 
sidney,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 3 0 0 0 0 1 0 0 0 5 5 0 0 3 0 3 0 0 0 0 5 5 0 0 5 0 3 0 3 0 0 5 5 0 0 0 0 
tony,-5 -5 -5 -5 -5 -5 -5 1 1 -5 -5 1 1 3 5 -5 1 1 5 1 -5 -5 -5 1 1 -5 1 -5 1 1 3 0 0 0 0 0 3 0 0 0 3 0 0 -3 0 -5 -5 -5 0 5 5 1 1 1 1 
mark,5 3 0 0 0 0 0 0 0 3 0 5 0 0 3 0 0 0 1 0 0 0 0 3 0 0 0 3 3 0 5 1 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 
nunu,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 5 0 0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 
hamza ali,0 0 0 0 0 0 0 -5 0 5 1 0 0 0 1 0 5 0 -3 0 3 0 0 0 0 0 0 -5 0 0 -3 5 0 5 0 3 0 0 1 0 3 1 3 5 0 0 0 0 0 1 -5 0 0 0 0 
dencellia,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 3 0 0 0 0 0 0 5 0 3 0 0 0 0 -3 3 0 0 0 0 
nathan,0 0 0 0 0 0 0 -5 0 5 1 0 0 0 1 0 5 0 -3 0 3 0 0 0 0 0 0 -5 0 0 -3 5 0 5 0 3 0 0 1 0 3 1 3 5 0 0 0 0 0 1 -5 0 0 0 0 
james,3 1 0 0 0 0 3 -3 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 -5 0 0 0 -5 -5 0 -3 5 0 3 0 -5 0 0 0 5 0 5 1 3 0 0 0 0 0 -5 5 0 -3 0 5 
keeled,0 0 0 5 0 0 0 5 0 5 5 0 0 0 0 0 5 -3 -3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 5 0 5 5 5 5 0 0 0 0 0 3 1 0 0 0 0 
megan,3 3 3 0 0 0 0 0 3 5 5 3 3 0 0 0 5 -3 -3 3 0 0 0 0 0 0 0 3 0 0 1 3 3 0 0 5 0 0 5 0 5 5 5 5 0 0 0 0 0 3 1 0 3 0 0 
monika,0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
